Date,StockCode,Description,Demand,AveragePrice_INR
2010-09-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,188.0
2010-09-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-09-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-09-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-09-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-09-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,106.0
2010-10-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,257.0
2010-10-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-10-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-10-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-10-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,125.0
2010-10-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-10-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,188.0
2010-10-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-10-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-10-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-10-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-10-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,106.0
2010-11-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,257.0
2010-11-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-11-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-11-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-11-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-11-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,251.0
2010-11-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,188.0
2010-11-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-11-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-11-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,251.0
2010-11-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,125.0
2010-11-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,106.0
2010-12-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,125.0
2010-12-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-12-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-12-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,125.0
2010-12-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2010-12-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-12-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,188.0
2010-12-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,251.0
2010-12-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-12-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2010-12-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,3,251.0
2010-12-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,106.0
2011-01-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2011-01-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-01-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,125.0
2011-01-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,125.0
2011-01-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-01-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,4,125.0
2011-01-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-01-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,125.0
2011-01-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,225.8333333
2011-01-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-01-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-01-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,5,125.0
2011-02-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2011-02-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-02-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-02-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-02-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-02-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-02-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-02-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-02-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,225.8333333
2011-02-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,125.0
2011-02-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-02-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-03-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2011-03-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,125.0
2011-03-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-03-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-03-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,125.0
2011-03-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,125.0
2011-03-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-03-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-03-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,225.8333333
2011-03-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-03-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,125.0
2011-03-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-04-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2011-04-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,125.0
2011-04-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-04-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-04-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-04-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-04-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,125.0
2011-04-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,125.0
2011-04-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,225.8333333
2011-04-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,4,185.5
2011-04-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,433,163.0
2011-04-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-05-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,251.0
2011-05-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-05-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-05-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,125.0
2011-05-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-05-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-05-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-05-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-05-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-05-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-05-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,163.0
2011-05-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-06-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,125.0
2011-06-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-06-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-06-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-06-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-06-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-06-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-06-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-06-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-06-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-06-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,8,125.0
2011-06-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-07-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-07-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,20,185.5
2011-07-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-07-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-07-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-07-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-07-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-07-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,125.0
2011-07-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-07-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-07-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-07-12,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-08-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-08-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,5,246.0
2011-08-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-08-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-08-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-08-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-08-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,125.0
2011-08-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-08-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,125.0
2011-08-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-08-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,3,205.6666667
2011-09-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,24,125.0
2011-09-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,4,246.0
2011-09-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-09-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-09-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-09-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-09-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-09-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-09-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,26,165.3333333
2011-09-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-09-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-10-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,7,125.0
2011-10-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-10-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-10-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-10-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-10-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-10-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-10-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-10-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,165.3333333
2011-10-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,3,185.5
2011-10-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-11-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-11-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-11-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-11-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-11-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,246.0
2011-11-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-11-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-11-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,246.0
2011-11-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,165.3333333
2011-11-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,4,185.5
2011-11-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,18,125.0
2011-12-01,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-12-02,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-12-03,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-12-04,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-12-05,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,125.0
2011-12-06,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,246.0
2011-12-07,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2011-12-08,21068,VINTAGE BILLBOARD LOVE/HATE MUG,8,246.0
2011-12-09,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,165.3333333
2011-12-10,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,185.5
2011-12-11,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0,125.0
2009-01-12,21069,VINTAGE BILLBOARD TEA MUG,3,191.0
2009-02-12,21069,VINTAGE BILLBOARD TEA MUG,0,191.0
2009-03-12,21069,VINTAGE BILLBOARD TEA MUG,0,191.0
2009-04-12,21069,VINTAGE BILLBOARD TEA MUG,7,191.0
2009-05-12,21069,VINTAGE BILLBOARD TEA MUG,0,191.0
2009-06-12,21069,VINTAGE BILLBOARD TEA MUG,0,191.0
2009-07-12,21069,VINTAGE BILLBOARD TEA MUG,2,191.0
2009-08-12,21069,VINTAGE BILLBOARD TEA MUG,24,125.0
2009-09-12,21069,VINTAGE BILLBOARD TEA MUG,4,257.0
2009-10-12,21069,VINTAGE BILLBOARD TEA MUG,2,125.0
2009-11-12,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2009-12-12,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-01-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-01-02,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-01-03,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-01-04,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2010-01-05,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-01-06,21069,VINTAGE BILLBOARD TEA MUG,1,125.0
2010-01-07,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-01-08,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-01-09,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-01-10,21069,VINTAGE BILLBOARD TEA MUG,2,188.0
2010-01-11,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2010-01-12,21069,VINTAGE BILLBOARD TEA MUG,4,251.0
2010-02-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-02-02,21069,VINTAGE BILLBOARD TEA MUG,7,125.0
2010-02-03,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-02-04,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-02-05,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-02-06,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-02-07,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-02-08,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-02-09,21069,VINTAGE BILLBOARD TEA MUG,2,251.0
2010-02-10,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2010-02-11,21069,VINTAGE BILLBOARD TEA MUG,6,125.0
2010-02-12,21069,VINTAGE BILLBOARD TEA MUG,48,125.0
2010-03-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-03-02,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-03-03,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-03-04,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-03-05,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-03-06,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-03-07,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-03-08,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2010-03-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-03-10,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2010-03-11,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-03-12,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-04-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-04-02,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-04-03,21069,VINTAGE BILLBOARD TEA MUG,6,125.0
2010-04-04,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-04-05,21069,VINTAGE BILLBOARD TEA MUG,3,125.0
2010-04-06,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-04-07,21069,VINTAGE BILLBOARD TEA MUG,24,125.0
2010-04-08,21069,VINTAGE BILLBOARD TEA MUG,3,251.0
2010-04-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-04-10,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2010-04-11,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-04-12,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-05-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-05-02,21069,VINTAGE BILLBOARD TEA MUG,13,188.0
2010-05-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-05-04,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-05-05,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2010-05-06,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-05-07,21069,VINTAGE BILLBOARD TEA MUG,1,125.0
2010-05-08,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-05-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-05-10,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2010-05-11,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-05-12,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-06-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-06-02,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2010-06-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-06-04,21069,VINTAGE BILLBOARD TEA MUG,3,125.0
2010-06-05,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-06-06,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-06-07,21069,VINTAGE BILLBOARD TEA MUG,13,188.0
2010-06-08,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-06-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-06-10,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2010-06-11,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-06-12,21069,VINTAGE BILLBOARD TEA MUG,16,209.0
2010-07-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-07-02,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2010-07-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-07-04,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-07-05,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-07-06,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-07-07,21069,VINTAGE BILLBOARD TEA MUG,24,125.0
2010-07-08,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-07-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-07-10,21069,VINTAGE BILLBOARD TEA MUG,26,188.0
2010-07-11,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2010-07-12,21069,VINTAGE BILLBOARD TEA MUG,4,251.0
2010-08-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-08-02,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-08-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-08-04,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-08-05,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-08-06,21069,VINTAGE BILLBOARD TEA MUG,614,102.5
2010-08-07,21069,VINTAGE BILLBOARD TEA MUG,24,125.0
2010-08-08,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-08-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-08-10,21069,VINTAGE BILLBOARD TEA MUG,1,125.0
2010-08-11,21069,VINTAGE BILLBOARD TEA MUG,20,251.0
2010-08-12,21069,VINTAGE BILLBOARD TEA MUG,24,125.0
2010-09-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-09-02,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-09-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-09-04,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-09-05,21069,VINTAGE BILLBOARD TEA MUG,1,125.0
2010-09-06,21069,VINTAGE BILLBOARD TEA MUG,2,251.0
2010-09-07,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-09-08,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-09-09,21069,VINTAGE BILLBOARD TEA MUG,10,251.0
2010-09-10,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-09-11,21069,VINTAGE BILLBOARD TEA MUG,2,125.0
2010-09-12,21069,VINTAGE BILLBOARD TEA MUG,2,251.0
2010-10-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-10-02,21069,VINTAGE BILLBOARD TEA MUG,2,251.0
2010-10-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-10-04,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-10-05,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-10-06,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-10-07,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-10-08,21069,VINTAGE BILLBOARD TEA MUG,3,188.0
2010-10-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-10-10,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-10-11,21069,VINTAGE BILLBOARD TEA MUG,2,251.0
2010-10-12,21069,VINTAGE BILLBOARD TEA MUG,3,251.0
2010-11-01,21069,VINTAGE BILLBOARD TEA MUG,0,257.0
2010-11-02,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-11-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-11-04,21069,VINTAGE BILLBOARD TEA MUG,6,125.0
2010-11-05,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-11-06,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-11-07,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-11-08,21069,VINTAGE BILLBOARD TEA MUG,2,251.0
2010-11-09,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-11-10,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-11-11,21069,VINTAGE BILLBOARD TEA MUG,6,125.0
2010-11-12,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-12-01,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2010-12-02,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-12-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-12-04,21069,VINTAGE BILLBOARD TEA MUG,24,125.0
2010-12-05,21069,VINTAGE BILLBOARD TEA MUG,18,125.0
2010-12-06,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2010-12-07,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2010-12-08,21069,VINTAGE BILLBOARD TEA MUG,2,125.0
2010-12-09,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2010-12-10,21069,VINTAGE BILLBOARD TEA MUG,1,251.0
2010-12-11,21069,VINTAGE BILLBOARD TEA MUG,17,188.0
2010-12-12,21069,VINTAGE BILLBOARD TEA MUG,0,251.0
2011-01-01,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2011-01-02,21069,VINTAGE BILLBOARD TEA MUG,72,106.0
2011-01-03,21069,VINTAGE BILLBOARD TEA MUG,0,246.0
2011-01-04,21069,VINTAGE BILLBOARD TEA MUG,0,246.0
2011-01-05,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2011-01-06,21069,VINTAGE BILLBOARD TEA MUG,1,246.0
2011-01-07,21069,VINTAGE BILLBOARD TEA MUG,0,106.0
2011-01-08,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2011-02-01,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2011-02-02,21069,VINTAGE BILLBOARD TEA MUG,0,106.0
2011-02-03,21069,VINTAGE BILLBOARD TEA MUG,12,125.0
2011-02-04,21069,VINTAGE BILLBOARD TEA MUG,0,246.0
2011-02-05,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2011-02-06,21069,VINTAGE BILLBOARD TEA MUG,0,246.0
2011-02-07,21069,VINTAGE BILLBOARD TEA MUG,0,106.0
2011-02-08,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2011-03-01,21069,VINTAGE BILLBOARD TEA MUG,0,188.0
2011-03-02,21069,VINTAGE BILLBOARD TEA MUG,6,125.0
2011-03-03,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2011-03-04,21069,VINTAGE BILLBOARD TEA MUG,1,125.0
2011-03-05,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2011-03-06,21069,VINTAGE BILLBOARD TEA MUG,0,246.0
2011-03-07,21069,VINTAGE BILLBOARD TEA MUG,0,106.0
2011-03-08,21069,VINTAGE BILLBOARD TEA MUG,0,125.0
2011-04-01,21069,VINTAGE BILLBOARD TEA MUG,3,125.0
